date,tau_along_3d,tau_along_7d,tau_along_14d,tau_along_30d,wind3_7d,wind3_30d,sstC_7d,sstC_30d,dT_14d,heat_14d,heat_30d,tp_mm_7d,tp_mm_30d,region,fraser_log_7d,fraser_log_30d
2014-08-16 00:00:00+00:00,-0.005819087912840082,-0.002730420072847506,-0.003440390853757796,-0.002977437385209742,8.77355634865852,6.788357410330947,19.057172619047645,19.470723229166698,0.6757136309523689,582.7412166005291,590.6341472800926,2.0823478495,0.9254217059037501,burrard,3.4632665049081552,3.5822675645353725
2014-08-17 00:00:00+00:00,-0.00543640588735592,-0.003048690230226951,-0.0033597222288826237,-0.0027951575283372866,8.54997349560284,6.42782856973512,18.895419285714322,19.410705196078464,0.5700505952380784,578.2812054398148,589.9931432461874,2.0841870785314285,0.8717424645694118,burrard,3.4558373266891707,3.5754891645591362
2014-08-18 00:00:00+00:00,-0.0007961827472601491,-0.0037978180562520105,-0.0033164916286432607,-0.002594014867280213,7.410080573713271,6.107659152951563,18.748357142857174,19.36878592592596,0.5310488392857005,574.4595648148148,589.8513257458848,2.0842551981257142,0.8233388186022222,burrard,3.451456066722535,3.5689460097210035
2014-08-19 00:00:00+00:00,0.00016751271234072607,-0.0038460943351227585,-0.002604654793654435,-0.0024808663171754573,7.4525666637395505,5.816666466937441,18.637594642857177,19.338181622807053,0.5942462797618882,570.5811787367725,589.0486025219298,2.0925657886628573,0.7886133621157895,burrard,3.4503954927112197,3.5626500091843645
2014-08-20 00:00:00+00:00,-0.0032671100245258104,-0.0038767533757822392,-0.002644804900866445,-0.002865950402765565,7.52748260294937,6.4502090657556606,18.55297833333336,19.296612583333363,0.6732150297618895,566.8365066964286,586.1186278935186,1.2773786098485715,0.7594108510249999,burrard,3.4537842977948388,3.557120939388564
2014-08-21 00:00:00+00:00,-0.007397548940769432,-0.005382350587669431,-0.0032976371390422746,-0.0032802340206358155,10.46256757378024,7.209229993457991,18.476000714285753,19.25383658730162,0.6269892559523669,562.2884988425926,583.8165125110229,1.263277854162857,0.7287661166809524,burrard,3.4581095378309477,3.5511379429990275
2014-08-22 00:00:00+00:00,-0.007286106167400681,-0.003527294165610337,-0.0029190512886678763,-0.0031361262967516245,6.644098922278524,6.882717452524349,18.48875428571432,19.215294469697003,0.6447030059523675,562.5344125330688,583.5216239478115,0.18147059742857144,0.69600884918,burrard,3.461190273391846,3.543583572383758
2014-08-23 00:00:00+00:00,-0.003914295755521219,-0.0030604138797884406,-0.0028954169763179736,-0.003002691100951085,6.117613605774989,6.584217991553047,18.512241190476225,19.179011304347856,0.7485124107142715,560.9313489583334,583.4196464875201,0.07220676964285713,0.6657475948678261,burrard,3.462296221907019,3.5355188886037796
2014-08-24 00:00:00+00:00,-7.921240316085874e-05,-0.0030864105230144047,-0.003067550376620678,-0.002880106318451446,6.024634253300183,6.310230227441597,18.515635714285736,19.14964326388892,0.7634835416666549,558.4214690806878,583.3130727237655,0.07036754061142857,0.6380081117483334,burrard,3.4593786974262613,3.5276181501860786
2014-08-25 00:00:00+00:00,5.762209950674658e-05,-0.003161377802710238,-0.003479597929481125,-0.0027528764892006197,5.943263524939673,6.061628377108234,18.51835571428574,19.130665466666695,0.6635316964285616,555.0268389550264,583.4949268518518,0.07029942101714284,0.6124877872784,burrard,3.4518003859813966,3.5195985317617735
